Herford;66521;Nordrhein-Westfalen
Kerpen;65477;Nordrhein-Westfalen
Plauen;65201;Sachsen
Neuwied;64340;Rheinland-Pfalz
Weimar;64131;Thüringen
Dormagen;64064;Nordrhein-Westfalen
Sindelfingen;63971;Baden-Württemberg
Neubrandenburg;63602;Mecklenburg-Vorpommern
Grevenbroich;63051;Nordrhein-Westfalen
Rüsselsheim am Main;63030;Hessen
Rosenheim;61844;Bayern
Herten;61163;Nordrhein-Westfalen
Wesel;60595;Nordrhein-Westfalen
Garbsen;60590;Niedersachsen
Bergheim;60390;Nordrhein-Westfalen
Schwäbisch Gmünd;59840;Baden-Württemberg
Hürth;59496;Nordrhein-Westfalen
Unna;59111;Nordrhein-Westfalen
Friedrichshafen;59108;Baden-Württemberg
Offenburg;58465;Baden-Württemberg
Frankfurt (Oder);58092;Brandenburg
Stralsund;58041;Mecklenburg-Vorpommern
Langenfeld (Rheinland);58033;Nordrhein-Westfalen
Greifswald;57286;Mecklenburg-Vorpommern
Neu-Ulm;57237;Bayern
Göppingen;56781;Baden-Württemberg
Euskirchen;56769;Nordrhein-Westfalen
Stolberg (Rheinland);56739;Nordrhein-Westfalen
Hameln;56529;Niedersachsen
Eschweiler;55909;Nordrhein-Westfalen
Sankt Augustin;55709;Nordrhein-Westfalen
Görlitz;55255;Sachsen
Hilden;55185;Nordrhein-Westfalen
Meerbusch;54892;Nordrhein-Westfalen
Hattingen;54834;Nordrhein-Westfalen
Waiblingen;54263;Baden-Württemberg
Pulheim;54200;Nordrhein-Westfalen
Baden-Baden;54160;Baden-Württemberg
Menden (Sauerland);53485;Nordrhein-Westfalen
Bad Salzuflen;53341;Nordrhein-Westfalen
Langenhagen;53323;Niedersachsen
Nordhorn;53285;Niedersachsen
Lingen (Ems);53284;Niedersachsen
Bad Homburg vor der Höhe;53244;Hessen
Neustadt an der Weinstraße;52999;Rheinland-Pfalz
Ahlen;52287;Nordrhein-Westfalen
Wolfenbüttel;52269;Niedersachsen
Frechen;51999;Nordrhein-Westfalen
Schweinfurt;51969;Bayern
Wetzlar;51649;Hessen
Ibbenbüren;50935;Nordrhein-Westfalen
Goslar;50782;Niedersachsen
Willich;50748;Nordrhein-Westfalen
Emden;50694;Niedersachsen
Passau;50566;Bayern
Gummersbach;50412;Nordrhein-Westfalen
Speyer;50284;Rheinland-Pfalz
Ravensburg;49830;Baden-Württemberg
Erftstadt;49786;Nordrhein-Westfalen
Kleve;49729;Nordrhein-Westfalen
Bad Kreuznach;49406;Rheinland-Pfalz
Peine;49366;Niedersachsen
Lörrach;49303;Baden-Württemberg
Bad Oeynhausen;48990;Nordrhein-Westfalen
Böblingen;48696;Baden-Württemberg
Elmshorn;48684;Schleswig-Holstein
Frankenthal (Pfalz);48363;Rheinland-Pfalz
Cuxhaven;48264;Niedersachsen
Rastatt;48051;Baden-Württemberg
Heidenheim an der Brenz;48048;Baden-Württemberg
Rheda-Wiedenbrück;48000;Nordrhein-Westfalen
Soest;47974;Nordrhein-Westfalen
Bergkamen;47803;Nordrhein-Westfalen
Bornheim;47636;Nordrhein-Westfalen
Singen (Hohentwiel);47287;Baden-Württemberg
Leonberg;47219;Baden-Württemberg
Gronau (Westf);47010;Nordrhein-Westfalen
Freising;46963;Bayern
Hennef (Sieg);46902;Nordrhein-Westfalen
Alsdorf;46880;Nordrhein-Westfalen
Straubing;46806;Bayern
Schwerte;46723;Nordrhein-Westfalen
Dachau;46705;Bayern
Dülmen;46613;Nordrhein-Westfalen
Herzogenrath;46583;Nordrhein-Westfalen
Wittenberg, Lutherstadt;46475;Sachsen-Anhalt
Stade;46378;Niedersachsen
Neunkirchen;46369;Saarland
Melle;46039;Niedersachsen
Oberursel (Taunus);45723;Hessen
Bünde;45615;Nordrhein-Westfalen
Gotha;45410;Thüringen
Landau in der Pfalz;45362;Rheinland-Pfalz
Fellbach;45147;Baden-Württemberg
Filderstadt4;44977;Baden-Württemberg
Lahr/Schwarzwald;44884;Baden-Württemberg
Weinheim;44797;Baden-Württemberg
Brühl;44768;Nordrhein-Westfalen
Hof;44660;Bayern
Albstadt5;44431;Baden-Württemberg
Rodgau6;44222;Hessen
Bruchsal;44104;Baden-Württemberg
Erkrath;44086;Nordrhein-Westfalen
Neustadt am Rübenberge;43931;Niedersachsen
Kamen;43868;Nordrhein-Westfalen
Halberstadt;43768;Sachsen-Anhalt
Lehrte;43639;Niedersachsen
Oranienburg;43526;Brandenburg
Erkelenz;43350;Nordrhein-Westfalen
Kaarst;43286;Nordrhein-Westfalen
Rottenburg am Neckar;43278;Baden-Württemberg
Bietigheim-Bissingen7;42968;Baden-Württemberg
Memmingen;42841;Bayern
Kaufbeuren;42731;Bayern
Falkensee;42634;Brandenburg
Wismar;42557;Mecklenburg-Vorpommern
Eisenach;42417;Thüringen
Borken;42272;Nordrhein-Westfalen
Pinneberg;42266;Schleswig-Holstein
Nordhausen;42217;Thüringen
Weiden in der Oberpfalz;42055;Bayern
Homburg;41974;Saarland
Nettetal;41964;Nordrhein-Westfalen
Gifhorn;41905;Niedersachsen
Amberg;41861;Bayern
Freiberg;41641;Sachsen
Heinsberg;41538;Nordrhein-Westfalen
Aurich;41489;Niedersachsen
Lemgo;41276;Nordrhein-Westfalen
Coburg;41257;Bayern
Wunstorf;41251;Niedersachsen
Ansbach;41159;Bayern
Siegburg;41016;Nordrhein-Westfalen
Seevetal(*) 9;40949;Niedersachsen
Laatzen;40939;Niedersachsen
Monheim am Rhein;40885;Nordrhein-Westfalen
Königswinter;40702;Nordrhein-Westfalen
Dreieich10;40601;Hessen
Nürtingen;40535;Baden-Württemberg
Bitterfeld-Wolfen8;40480;Sachsen-Anhalt
Schwabach;40428;Bayern
Weißenfels;40398;Sachsen-Anhalt
Stendal;40269;Sachsen-Anhalt
Buxtehude;40173;Niedersachsen
Pirmasens;40125;Rheinland-Pfalz
Kirchheim unter Teck;40094;Baden-Württemberg
Löhne;40086;Nordrhein-Westfalen
Bensheim;40051;Hessen
Bautzen;39845;Sachsen
Freital;39734;Sachsen
Hückelhoven11;39531;Nordrhein-Westfalen
Hofheim am Taunus;39476;Hessen
Germering;39387;Bayern
Neumarkt in der Oberpfalz;39333;Bayern
Eberswalde12;39303;Brandenburg
Ahaus;39277;Nordrhein-Westfalen
Schorndorf;39172;Baden-Württemberg
Völklingen;39129;Saarland
Leinfelden-Echterdingen13;39071;Baden-Württemberg
Ettlingen;38982;Baden-Württemberg
Würselen;38962;Nordrhein-Westfalen
Schwäbisch Hall;38827;Baden-Württemberg
Ostfildern14;38519;Baden-Württemberg
Buchholz in der Nordheide;38487;Niedersachsen
Mettmann;38291;Nordrhein-Westfalen
Maintal15;38208;Hessen
Haltern am See;38020;Nordrhein-Westfalen
Pirna;38010;Sachsen
Kamp-Lintfort;37683;Nordrhein-Westfalen
Niederkassel;37583;Nordrhein-Westfalen
Neu-Isenburg;37565;Hessen
Warendorf;37249;Nordrhein-Westfalen
Bernau bei Berlin;37169;Brandenburg
Langen;37026;Hessen
Suhl;36778;Thüringen
Papenburg;36690;Niedersachsen
Voerde (Niederrhein);36675;Nordrhein-Westfalen
Greven;36674;Nordrhein-Westfalen
Beckum;36560;Nordrhein-Westfalen
Emsdetten;36320;Nordrhein-Westfalen
Sankt Ingbert;36292;Saarland
Backnang;36266;Baden-Württemberg
Erding;36159;Bayern
Coesfeld;36116;Nordrhein-Westfalen
Bramsche;36013;Niedersachsen
Wesseling;35975;Nordrhein-Westfalen
Königs Wusterhausen;35765;Brandenburg
Fürstenfeldbruck;35708;Bayern
Porta Westfalica16;35430;Nordrhein-Westfalen
Sinsheim;35175;Baden-Württemberg
Lage;35120;Nordrhein-Westfalen
Kehl;35032;Baden-Württemberg
Meppen;34918;Niedersachsen
Kempen;34837;Nordrhein-Westfalen
Saarlouis;34768;Saarland
Tuttlingen;34586;Baden-Württemberg
Mühlhausen/Thüringen;34552;Thüringen
Datteln;34521;Nordrhein-Westfalen
Wermelskirchen;34504;Nordrhein-Westfalen
Zweibrücken;34260;Rheinland-Pfalz
Limburg an der Lahn;34255;Hessen
Viernheim;34146;Hessen
Radebeul;34055;Sachsen
Merseburg;34052;Sachsen-Anhalt
Leer;34042;Niedersachsen
Bernburg (Saale);33920;Sachsen-Anhalt
Winsen (Luhe);33896;Niedersachsen
Goch;33889;Nordrhein-Westfalen
Hoyerswerda;33843;Sachsen
Geldern;33841;Nordrhein-Westfalen
Cloppenburg;33798;Niedersachsen
Uelzen;33782;Niedersachsen
Crailsheim;33768;Baden-Württemberg
Steinfurt17;33682;Nordrhein-Westfalen
Balingen;33640;Baden-Württemberg
Mörfelden-Walldorf18;33623;Hessen
Barsinghausen;33608;Niedersachsen
Hemer;33535;Nordrhein-Westfalen
Dietzenbach;33397;Hessen
Seelze;33283;Niedersachsen
Kornwestheim;33153;Baden-Württemberg
Wernigerode;33108;Sachsen-Anhalt
Stuhr(*);33083;Niedersachsen
Bad Vilbel;33020;Hessen
Naumburg (Saale);33012;Sachsen-Anhalt
Korschenbroich;32922;Nordrhein-Westfalen
Altenburg;32910;Thüringen
Wedel;32890;Schleswig-Holstein
Rheinfelden (Baden);32756;Baden-Württemberg
Ahrensburg;32606;Schleswig-Holstein
Jülich;32601;Nordrhein-Westfalen
Lampertheim;32303;Hessen
Biberach an der Riß;32233;Baden-Württemberg
Deggendorf;32189;Bayern
Delbrück;31964;Nordrhein-Westfalen
Itzehoe;31771;Schleswig-Holstein
Fürstenwalde/Spree;31741;Brandenburg
Forchheim;31651;Bayern
Bad Nauheim;31630;Hessen
Vechta;31558;Niedersachsen
Georgsmarienhütte;31520;Niedersachsen
Kreuztal;31500;Nordrhein-Westfalen
Oer-Erkenschwick;31387;Nordrhein-Westfalen
Schönebeck;31366;Sachsen-Anhalt
Einbeck;31338;Niedersachsen
Gevelsberg;31315;Nordrhein-Westfalen
Nienburg/Weser;31193;Niedersachsen
Achim;31156;Niedersachsen
Rheinberg;31023;Nordrhein-Westfalen
Herrenberg;31003;Baden-Württemberg
Emmerich am Rhein;30968;Nordrhein-Westfalen
Ganderkesee(*);30943;Niedersachsen
Radolfzell am Bodensee;30943;Baden-Württemberg
Geestland19;30936;Niedersachsen
Riesa;30885;Sachsen
Neuruppin;30715;Brandenburg
Werl;30638;Nordrhein-Westfalen
Eisenhüttenstadt;30416;Brandenburg
Haan;30410;Nordrhein-Westfalen
Weyhe(*) 20;30388;Niedersachsen
Lohmar;30348;Nordrhein-Westfalen
Osterholz-Scharmbeck;30302;Niedersachsen
Schwedt/Oder;30262;Brandenburg
Burgdorf;30147;Niedersachsen
Meschede;30119;Nordrhein-Westfalen
Weil am Rhein;30030;Baden-Württemberg
Geesthacht;30030;Schleswig-Holstein
Werne;29955;Nordrhein-Westfalen
Merzig;29937;Saarland
Ennepetal;29926;Nordrhein-Westfalen
Höxter;29589;Nordrhein-Westfalen
Andernach;29441;Rheinland-Pfalz
Rietberg;29436;Nordrhein-Westfalen
Wedemark(*) 21;29358;Niedersachsen
Waltrop;29354;Nordrhein-Westfalen
Friedberg;29339;Bayern
Oelde;29299;Nordrhein-Westfalen
Tönisvorst;29296;Nordrhein-Westfalen
Neuburg an der Donau;29182;Bayern
Bad Hersfeld;29116;Hessen
Taunusstein;29063;Hessen
Zeitz;29052;Sachsen-Anhalt
Gaggenau;29032;Baden-Württemberg
Northeim;28920;Niedersachsen
Bühl;28882;Baden-Württemberg
Güstrow;28845;Mecklenburg-Vorpommern
Bretten;28826;Baden-Württemberg
Landsberg am Lech;28708;Bayern
Vaihingen an der Enz;28695;Baden-Württemberg
Springe;28682;Niedersachsen
Schwandorf;28481;Bayern
Grimma;28480;Sachsen
Kelkheim (Taunus);28452;Hessen
Rösrath;28386;Nordrhein-Westfalen
Idar-Oberstein;28350;Rheinland-Pfalz
Schwelm;28330;Nordrhein-Westfalen
Kevelaer;28311;Nordrhein-Westfalen
Bad Zwischenahn(*) 22;28204;Niedersachsen
Mühlheim am Main;28170;Hessen
Sundern (Sauerland);28166;Nordrhein-Westfalen
Friedberg (Hessen);28156;Hessen
Unterschleißheim;28051;Bayern
Leichlingen (Rheinland);27937;Nordrhein-Westfalen
Meißen;27936;Sachsen
Winnenden;27932;Baden-Württemberg
Wegberg;27827;Nordrhein-Westfalen
Wetter (Ruhr);27822;Nordrhein-Westfalen
Aschersleben;27793;Sachsen-Anhalt
Königsbrunn;27772;Bayern
Sangerhausen;27752;Sachsen-Anhalt
Henstedt-Ulzburg(*);27705;Schleswig-Holstein
Baunatal;27617;Hessen
Rendsburg;27617;Schleswig-Holstein
Bad Neuenahr-Ahrweiler;27468;Rheinland-Pfalz
Emmendingen;27383;Baden-Württemberg
Overath;27264;Nordrhein-Westfalen
Rödermark23;27242;Hessen
Rheinbach;27224;Nordrhein-Westfalen
Neukirchen-Vluyn;27178;Nordrhein-Westfalen
Mechernich;27170;Nordrhein-Westfalen
Geislingen an der Steige;27168;Baden-Württemberg
Wangen im Allgäu;27093;Baden-Württemberg
Schloß Holte-Stukenbrock;27092;Nordrhein-Westfalen
Reinbek;27048;Schleswig-Holstein
Verden (Aller);26997;Niedersachsen
Hamminkeln;26996;Nordrhein-Westfalen
Geilenkirchen;26963;Nordrhein-Westfalen
Leimen;26910;Baden-Württemberg
Hattersheim am Main;26908;Hessen
Griesheim;26907;Hessen
Olching;26825;Bayern
Garmisch-Partenkirchen(*);26821;Bayern
Baesweiler;26819;Nordrhein-Westfalen
Weinstadt24;26685;Baden-Württemberg
Staßfurt;26634;Sachsen-Anhalt
Selm;26603;Nordrhein-Westfalen
Ellwangen (Jagst);26574;Baden-Württemberg
Ingelheim am Rhein;26546;Rheinland-Pfalz
Köthen (Anhalt);26519;Sachsen-Anhalt
Wiesloch;26426;Baden-Württemberg
Lauf an der Pegnitz;26344;Bayern
Nordenham;26325;Niedersachsen
Blankenfelde-Mahlow(*) 25;26319;Brandenburg
Neckarsulm;26304;Baden-Württemberg
Hennigsdorf;26264;Brandenburg
Brilon;26232;Nordrhein-Westfalen
Strausberg;26213;Brandenburg
Ilmenau;26153;Thüringen
Lennestadt;26073;Nordrhein-Westfalen
St Wendel;26066;Saarland
Lohne (Oldenburg);26060;Niedersachsen
Kulmbach;25933;Bayern
Heiligenhaus;25793;Nordrhein-Westfalen
Plettenberg;25781;Nordrhein-Westfalen
Remseck am Neckar26;25759;Baden-Württemberg
Zittau;25712;Sachsen
Petershagen;25663;Nordrhein-Westfalen
Bad Honnef;25654;Nordrhein-Westfalen
Mühlacker;25649;Baden-Württemberg
Butzbach;25557;Hessen
Hohen Neuendorf;25519;Brandenburg
Verl;25512;Nordrhein-Westfalen
Ehingen;25503;Baden-Württemberg
Teltow;25483;Brandenburg
Lübbecke;25462;Nordrhein-Westfalen
Weiterstadt;25416;Hessen
Warstein;25407;Nordrhein-Westfalen
Heppenheim (Bergstraße);25284;Hessen
Wiehl;25274;Nordrhein-Westfalen
Schmallenberg;25230;Nordrhein-Westfalen
Pfaffenhofen an der Ilm;25226;Bayern
Sprockhövel;25205;Nordrhein-Westfalen
Rinteln;25187;Niedersachsen
Salzkotten;25186;Nordrhein-Westfalen
Lindau (Bodensee);25132;Bayern
Norden;25117;Niedersachsen
Friedrichsdorf;25092;Hessen
Saalfeld/Saale;25041;Thüringen
Ludwigsfelde;25030;Brandenburg
Achern;25018;Baden-Württemberg
Bingen am Rhein;24987;Rheinland-Pfalz
Bad Oldesloe;24938;Schleswig-Holstein
Espelkamp;24921;Nordrhein-Westfalen
Rottweil;24915;Baden-Württemberg
Werder (Havel);24856;Brandenburg
Delitzsch;24850;Sachsen
Roth;24819;Bayern
Harsewinkel;24769;Nordrhein-Westfalen
Olpe;24757;Nordrhein-Westfalen
Attendorn;24676;Nordrhein-Westfalen
Horb am Neckar;24665;Baden-Württemberg
Groß-Gerau;24648;Hessen
Ditzingen;24633;Baden-Württemberg
Zirndorf;24627;Bayern
Senftenberg;24625;Brandenburg
Quedlinburg;24555;Sachsen-Anhalt
Pfungstadt;24548;Hessen
Arnstadt;24481;Thüringen
Weingarten;24460;Baden-Württemberg
Obertshausen;24443;Hessen
Unterhaching(*);24437;Bayern
Salzwedel;24410;Sachsen-Anhalt
Geretsried;24392;Bayern
Rathenow;24387;Brandenburg
Übach-Palenberg;24377;Nordrhein-Westfalen
Meckenheim;24357;Nordrhein-Westfalen
Schleswig;24266;Schleswig-Holstein
Lüdinghausen;24263;Nordrhein-Westfalen
Markkleeberg;24240;Sachsen
Eisleben, Lutherstadt;24198;Sachsen-Anhalt
Idstein;24108;Hessen
Hann Münden;24072;Niedersachsen
Stutensee27;24063;Baden-Württemberg
Limbach-Oberfrohna;24059;Sachsen
Syke;24018;Niedersachsen
Varel;23884;Niedersachsen
Isernhagen(*) 28;23792;Niedersachsen
Ronnenberg;23752;Niedersachsen
Sonneberg;23736;Thüringen
Waldshut-Tiengen;23674;Baden-Württemberg
Warburg;23629;Nordrhein-Westfalen
Haren (Ems);23545;Niedersachsen
Korbach;23515;Hessen
Dillenburg;23510;Hessen
Sehnde;23489;Niedersachsen
Öhringen;23489;Baden-Württemberg
Alfter(*);23435;Nordrhein-Westfalen
Wertheim;23405;Baden-Württemberg
Netphen;23393;Nordrhein-Westfalen
Bedburg;23334;Nordrhein-Westfalen
Jüchen(*);23260;Nordrhein-Westfalen
Glauchau;23255;Sachsen
Helmstedt;23254;Niedersachsen
Calw;23232;Baden-Württemberg
Walsrode;23219;Niedersachsen
Gardelegen;23148;Sachsen-Anhalt
Moormerland(*) 29;23138;Niedersachsen
Herzogenaurach;23095;Bayern
Bad Mergentheim;23064;Baden-Württemberg
Wallenhorst(*);23018;Niedersachsen
Mosbach;23000;Baden-Württemberg
Riedstadt30;22998;Hessen
Burg;22970;Sachsen-Anhalt
Starnberg;22939;Bayern
Waldkraiburg;22917;Bayern
Rudolstadt;22855;Thüringen
Herdecke;22818;Nordrhein-Westfalen
Vaterstetten(*) 31;22768;Bayern
Vreden;22688;Nordrhein-Westfalen
Gelnhausen;22687;Hessen
Freudenstadt;22579;Baden-Württemberg
Lengerich;22461;Nordrhein-Westfalen
Husum;22430;Schleswig-Holstein
Überlingen;22408;Baden-Württemberg
Leutkirch im Allgäu;22406;Baden-Württemberg
Radevormwald;22386;Nordrhein-Westfalen
Apolda;22364;Thüringen
Schwetzingen;22335;Baden-Württemberg
Spremberg;22326;Brandenburg
Osterode am Harz;22201;Niedersachsen
Weilheim in Oberbayern;22184;Bayern
Karben;22163;Hessen
Bad Soden am Taunus;22161;Hessen
Westerstede;22154;Niedersachsen
Wandlitz(*);22095;Brandenburg
Zerbst/Anhalt;22055;Sachsen-Anhalt
Sondershausen;22039;Thüringen
Rastede(*);22027;Niedersachsen
Friesoythe;21918;Niedersachsen
Senden;21909;Bayern
Gersthofen;21908;Bayern
Stadtallendorf;21861;Hessen
Eckernförde;21859;Schleswig-Holstein
Edewecht(*);21827;Niedersachsen
Stadthagen;21814;Niedersachsen
Büdingen;21785;Hessen
Büren;21772;Nordrhein-Westfalen
Donaueschingen;21746;Baden-Württemberg
Bad Harzburg;21735;Niedersachsen
Halle (Westf);21709;Nordrhein-Westfalen
Bad Kissingen;21696;Bayern
Nagold;21687;Baden-Württemberg
Neusäß;21617;Bayern
Ilsede(*);21617;Niedersachsen
Metzingen;21612;Baden-Württemberg
Waldkirch;21561;Baden-Württemberg
Döbeln;21516;Sachsen
Xanten;21510;Nordrhein-Westfalen
Wipperfürth;21481;Nordrhein-Westfalen
Heide;21422;Schleswig-Holstein
Soltau;21414;Niedersachsen
Rotenburg (Wümme);21392;Niedersachsen
Lindlar(*);21382;Nordrhein-Westfalen
Rees;21349;Nordrhein-Westfalen
Eppingen;21312;Baden-Württemberg
Sonthofen;21300;Bayern
Ottobrunn(*);21295;Bayern
Elsdorf;21232;Nordrhein-Westfalen
Meiningen;21231;Thüringen
Versmold;21230;Nordrhein-Westfalen
Wülfrath;21223;Nordrhein-Westfalen
Waren (Müritz);21153;Mecklenburg-Vorpommern
Laupheim;21153;Baden-Württemberg
Hockenheim;21130;Baden-Württemberg
Puchheim;21111;Bayern
Duderstadt;21072;Niedersachsen
Geseke;21070;Nordrhein-Westfalen
Aichach;21050;Bayern
Greiz;21042;Thüringen
Schwanewede(*);21040;Niedersachsen
Werdau;21039;Sachsen
Blieskastel;21033;Saarland
Schramberg;20985;Baden-Württemberg
Seligenstadt;20980;Hessen
Fröndenberg/Ruhr;20961;Nordrhein-Westfalen
Coswig;20831;Sachsen
Neu Wulmstorf(*);20828;Niedersachsen
Eschborn;20824;Hessen
Groß-Umstadt;20821;Hessen
Herborn;20816;Hessen
Traunreut;20799;Bayern
Kitzingen;20756;Bayern
Steinhagen(*);20749;Nordrhein-Westfalen
Wittmund;20735;Niedersachsen
Meinerzhagen;20670;Nordrhein-Westfalen
Enger;20658;Nordrhein-Westfalen
Kleinmachnow(*);20655;Brandenburg
Burgwedel32;20654;Niedersachsen
Waghäusel;20629;Baden-Württemberg
Flörsheim am Main;20623;Hessen
Quickborn;20608;Schleswig-Holstein
Germersheim;20587;Rheinland-Pfalz
Haar(*);20513;Bayern
Wilnsdorf(*);20512;Nordrhein-Westfalen
Bad Rappenau;20510;Baden-Württemberg
Neustrelitz;20504;Mecklenburg-Vorpommern
Westoverledingen(*);20482;Niedersachsen
Wachtberg(*);20457;Nordrhein-Westfalen
Senden(*);20455;Nordrhein-Westfalen
Annaberg-Buchholz;20426;Sachsen
Bruchköbel;20418;Hessen
Stadtlohn;20411;Nordrhein-Westfalen
Luckenwalde;20358;Brandenburg
Kaltenkirchen;20331;Schleswig-Holstein
Rheinstetten33;20330;Baden-Württemberg
Schortens;20321;Niedersachsen
Dillingen/Saar;20311;Saarland
Blankenburg (Harz);20294;Sachsen-Anhalt
Gauting(*);20268;Bayern
Haßloch(*);20254;Rheinland-Pfalz
Eislingen/Fils;20177;Baden-Württemberg
Lichtenfels;20169;Bayern
Panketal(*);20131;Brandenburg
Uetze(*);20103;Niedersachsen
Holzminden;20099;Niedersachsen
Karlsfeld(*);20096;Bayern
Zülpich;20091;Nordrhein-Westfalen
Torgau;20047;Sachsen
Günzburg;20038;Bayern
Ennigerloh;20037;Nordrhein-Westfalen
Bad Waldsee;20011;Baden-Württemberg
